SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE OF RETOUCH,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
J14-c,3.2,3,98.99,98.99,Geghasar,Obsidian,40,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Hinge,,,6,Along axis,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,7.73,6.97,0.71,,,0.04,None,
J14-1447-b,3.1,3,99.19,99.19,Geghasar,Obsidian,40,Burin spall,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Pointed,Feather,Symmetrical,,1,Side,Faceted,Not lipped,Yes,Burin spall,Pre detachment,Module 4,,Proximal right,Dorsal,Fine,No,,No,,,,,,,,,,,,,,11.15,3.77,10.87,7.07,3.06,7.72,2.42,0.11,None,
J14-b,3.1,3,99.49,99.47,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,Yes,2,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.75,5.47,8.6,5.81,1.06,3.79,1.01,0.01,None,
J14-2018/2025-c,4.1,4,98.59,98.58,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Along axis,Crushed,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,5.48,3.76,0.51,,,0,None,
J14,3.2,3,98.93,98.99,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Trapezoidal,Hinge,Symmetrical,,9,Along axis opposed,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,9.12,6.79,10.03,8.75,1.19,3.52,1.06,0.09,Photo+3d,
J14-1420/1426-b,3.1,3,99.17,99.14,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Side,Plain,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,6.82,4.1,0.78,3.32,0.77,,None,
J14-1420/1426-b,3.1,3,99.17,99.14,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1079/1083-a,1.4,1,99.59,99.56,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Trapezoidal,Feather,Symmetrical,,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.21,4.59,8.39,4.63,0.99,,,0.01,None,
J14-1079/1083-b,1.4,1,99.59,99.56,Geghasar-1,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,6,Along axis side,Plain,Not lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.93,2.43,8,2.94,0.43,1.32,0.67,0,None,
J14-1079/1083-small,1.4,1,99.59,99.56,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-1079/1083-small,1.4,1,99.59,99.56,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1897/1900,3.1,3,98.8,98.78,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14,4.1,4,98.44,98.41,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Oval,Feather,Symmetrical,Yes,6,Along axis side,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.24,6.48,6.26,6.4,1.48,1.14,0.75,0.01,None,
J14-1492/1505-b,3.2,3,99.1,99.06,Geghasar,Obsidian,40,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,4,Along axis side,,,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7,5.86,0.55,,,0,None,
J14-1492/1505-c,3.2,3,99.1,99.06,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1492/1505/d,3.2,3,99.1,99.06,Geghasar,Obsidian,40,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,4,Along axis side,Crushed,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,9.93,6.16,3.11,,,0.09,None,
J14-1817/1826-a,3.2,3,98.91,98.88,Geghasar,Obsidian,40,Flake,Dist+lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis side,Crushed,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,6.07,4.38,0.54,,,0.01,None,
J14-1817/1826-small,3.2,3,98.91,98.88,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-1817/1826-small,3.2,3,98.91,98.88,Geghasar,Obsidian,40,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1760/1762-b,3.2,3,98.99,98.96,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Convex,Polyhedral,Irregular,Feather,Symmetrical,,5,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.96,5.04,7.59,5.16,1.44,2.91,0.59,0.01,None,
J14-1760/1762-c,3.2,3,98.99,98.96,Geghasar,Obsidian,40,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1195/1204-a,3.1,3,99.45,99.43,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-1195/1204/b,3.1,3,99.45,99.43,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,,2,Along axis,Dihedral,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.39,3.54,5.75,4.19,0.54,3.97,1.15,,None,
J14-1195/1204-c,3.1,3,99.45,99.43,Geghasar,Obsidian,40,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1195/1204-d,3.1,3,99.45,99.43,Geghasar,Obsidian,40,Flake<5mm,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-1195/1204-e,3.1,3,99.45,99.43,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1195/1204-small,3.1,3,99.45,99.43,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1195/1204-small,3.1,3,99.45,99.43,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1195/1204-small,3.1,3,99.45,99.43,Obsidian,Obsidian,,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1811/1816,3.2,3,98.91,98.89,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14,3.2,3,98.88,98.83,Geghasar,Obsidian,40,Kombewa,Dist+prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,,,,,,,,2,Indeterminate,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,11.65,6.41,1.32,,,0.11,None,
J14-1499-a,3.1,3,99.25,99.22,Geghasar,Obsidian,40,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Hinge,,Yes,5,Along axis,Faceted,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,10.57,5.67,1.45,5.63,0.94,0.05,None,
J14-1499-b,3.1,3,99.25,99.22,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Leaf shaped,Feather,A symetric to the right,,5,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.71,4.63,8.24,5.12,0.67,3.75,0.57,0.01,None,
J14-1499-c,3.1,3,99.25,99.22,Geghasar,Obsidian,40,Flake,Dist+prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,4,Along axis side,,,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,5.72,5.01,0.62,,,0.01,None,
J14-1499-d,3.1,3,99.25,99.22,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Along axis side,Plain,Not lipped,No,,,,,,,,,,No,,,,,,,,,,,,,,,,5.61,4.16,0.66,1.07,0.39,0,None,
J14-1499-e,3.1,3,99.25,99.22,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub rectangular,Feather,Symmetrical,,3,Along axis,Plain,Lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.36,3.27,7.34,3.34,0.74,2.76,1.04,0.01,None,
J14-1499-f,3.1,3,99.25,99.22,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-938/941,1.3,1,99.72,99.71,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-938/941-small,1.3,1,99.72,99.71,Obsidian,Obsidian,,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1702/1705-a,3.2,3,99.09,99.06,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Oval,Feather,Symmetrical,,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,9.62,10.51,10.83,10.26,2.4,,,0.18,None,
J14-1702/1705-b,3.2,3,99.09,99.06,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,3,Along axis,Plain,Not lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.88,3.1,7.92,3.08,0.59,2.44,0.67,0.01,None,
J14-b/d-1479/1488,3.2,3,99.15,99.1,Geghasar,Obsidian,40,Flake<5mm,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-b/d-1479/1488-small,3.2,3,99.15,99.1,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-973/983,1.3,1,99.67,99.65,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Sub rectangular,Feather,Symmetrical,,4,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,4.99,4.43,5.31,4.56,1.14,4.19,1.52,0.01,None,
J14-973/983-small,1.3,1,99.67,99.65,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-933/935-a,1.3,1,99.73,99.72,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,,10,Centripetal,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,12.14,4.41,12.17,4.41,0.63,1.48,0.57,0.01,None,
J14-933/935,1.3,1,99.73,99.72,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub rectangular,Feather,Symmetrical,,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.56,3.02,7.06,3.08,0.99,1.34,1.09,0.01,None,
J14-933/935,1.3,1,99.73,99.72,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Leaf shaped,Feather,Symmetrical,,4,Along axis side,Plain,Not lipped,Yes,Bladelet,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.34,3.7,6.22,3.64,0.58,3.49,1.06,0.01,None,
J14-933/935,1.3,1,99.73,99.72,Geghasar,Obsidian,40,Flake,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Indeterminate,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,7.08,3.58,0.3,,,0,None,
J14-996/1015-a,1.4,1,99.65,99.62,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,5,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,6.93,5.89,0.65,2.05,0.57,,None,
J14-996/1015-b,1.4,1,99.65,99.62,Geghasar,Obsidian,40,Flake,Dist+lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,3,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,5.09,3.13,0.54,3.37,0.53,,None,
J14-1722/1736,3.2,3,99,98.99,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Sub rectangular,Feather,Symmetrical,,7,Along axis,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.73,4.75,6.85,4.83,0.77,3.42,1.02,0.01,None,
J14-646/649-a,0.2,0,99.88,99.87,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Oblique,Trapezoidal,Feather,Symmetrical,Yes,1,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.62,4.58,9.27,6.13,0.9,3.21,0.95,0.01,None,
J14-646/649-b,0.2,0,99.88,99.87,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Indeterminate,Straight,Straight,Irregular,Feather,Symmetrical,,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.66,5.53,6.32,6.1,0.88,1.71,0.84,0.01,None,
J14-646/649-c,0.2,0,99.88,99.87,Geghasar,Obsidian,40,Bladelet,Dist+prox,Fresh,No patina,0,,,Indeterminate,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Along axis,,,Yes,Flake,Pre detachment,,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,8.04,2.93,0.64,,,,None,
J14-646/649-d,0.2,0,99.88,99.87,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Twisted,Twisted,Twisted,Sub rectangular,Feather,Symmetrical,,2,Along axis,Plain,Not lipped,Yes,Bladelet,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.41,2.52,8.38,2.54,1.44,1.54,0.58,0.01,None,
J14-1770/1777,3.2,3,98.96,98.96,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Convex,Irregular,Feather,Symmetrical,,6,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.36,5.09,7.06,5.62,0.98,2.99,0.85,0.04,None,
J14-a/c-1412/1420-a,3.1,3,99.28,99.22,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Oblique,Oval,Feather,Symmetrical,Yes,1,Along axis,Faceted,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,4.72,4.33,4.76,4.6,1.01,3.63,1.03,0.01,None,
J14-a/c-1412/1420-b,3.1,3,99.28,99.22,Geghasar,Obsidian,40,Flake,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Indeterminate,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,7.05,2.04,1.49,,,0.01,None,
J14-a/c-1412/1420-c,3.1,3,99.28,99.22,Geghasar,Obsidian,40,Flake,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Indeterminate,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,6.26,2.73,1,,,0.01,None,
J14-811/859-a,0.2,0,99.8,99.78,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Straight,Straight,Irregular,Feather,Symmetrical,Yes,2,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,7.58,6.88,8.31,6.79,2.74,3.66,1.53,0.07,None,
J14-811/859-b,0.2,0,99.8,99.78,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Leaf shaped,Feather,A symetric to the left,,4,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.77,3.67,7.75,4.01,1.46,1.44,1.02,0.01,None,
J14-811/859-c,0.2,0,99.8,99.78,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,Yes,4,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 4,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.23,5.53,5.69,5.01,1.12,4.32,1.04,0.01,None,Two ventrals
J14-811/859-d,0.2,0,99.8,99.78,Geghasar-1,Obsidian,40,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,5,Along axis side,,,Yes,Flake,Pre detachment,,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7.77,5.66,0.78,,,0.01,None,
J14-811/859-e,0.2,0,99.8,99.78,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Trapezoidal,Feather,A symetric to the right,Yes,7,Along axis side,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.33,6.52,6.42,4.21,1.32,3.77,1.4,0.01,None,
J14-811/859-f,0.2,0,99.8,99.78,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Oval,Feather,Symmetrical,Yes,4,Along axis side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 4,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,3.02,4.65,5.08,3.66,0.6,,,0.01,None,Two ventrals
J14-811/859-small,0.2,0,99.8,99.78,Obsidian,Obsidian,,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-1470/1476,3.2,3,99.15,99.12,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Trapezoidal,Feather,Symmetrical,,1,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,3.37,5.34,7.24,4.58,1.13,4.33,1.55,0.01,None,
J14-1470/1476-small,3.2,3,99.15,99.12,Obsidian,Obsidian,,Flake<5mm,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-1939/1943-a,3.2,3,98.74,98.73,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Irregular,Feather,A symetric to the right,,2,Side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Invasive,No,,No,,,,,,,,,,,,,,9.9,7.39,12.11,7.69,2.14,,,0.09,None,
J14-a/c-1829/1837-a,3.2,3,99.15,99.12,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,None,
J14-a/c-1829/1837-b,3.2,3,99.15,99.12,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-a/c-1829/1837-c,3.2,3,99.15,99.12,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
J14-a/c-1829/1837-d,3.2,3,99.15,99.12,Geghasar,Obsidian,40,Flake<5mm,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,
